PSA_ID,Domain,Class,Sub_Category,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata
73,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Somali families cut off from aid after verification process in Dadaab refugee camps - Kenya,,,,,ReliefWeb Kenya,2026-04-28,"{""source_url"": ""https://reliefweb.int/report/kenya/somali-families-cut-aid-after-verification-process-dadaab-refugee-camps"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
74,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Building Strong Systems to Improve Health and Nutrition in Kenya - Kenya,,,,,ReliefWeb Kenya,2026-04-02,"{""source_url"": ""https://reliefweb.int/report/kenya/building-strong-systems-improve-health-and-nutrition-kenya"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
75,Security & Safety,PSA,Public Safety Awareness,"Drought Emergency Response in Mandera, North Kenya – Kenya Cash Consortium - Kenya",,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-emergency-response-mandera-north-kenya-kenya-cash-consortium"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
76,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"In response to this crisis, Acted together with the KCC launched a Multi-Purpose Cash Assistance program to empower vulnerable families with the flexibility to prioritise their most urgent needs—whether food, water, or essential household items.",,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-emergency-response-mandera-north-kenya-kenya-cash-consortium"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
77,Security & Safety,PSA,Public Safety Awareness,"According to the latest Kenya Authority (NDMA) report, 13 counties are classified in the ‘Normal’ drought phase, 9 counties in the “Alert” phase and Mandera county in ‘Alarm’ phase.",,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-emergency-response-mandera-north-kenya-kenya-cash-consortium"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
78,Security & Safety,PSA,Public Safety Awareness,"To support the affected communities in the ASALs**, the KCC activated its crisis management mechanism (Crisis Modifier) as part of an ECHO-funded intervention** to urgently support drought-affected households in Mandera county through cash-based interventions.",,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-emergency-response-mandera-north-kenya-kenya-cash-consortium"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
79,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"The KCC is relying on its Alert based Mechanism, which allows local partners to trigger an alert if specific thresholds are surpassed.",,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-emergency-response-mandera-north-kenya-kenya-cash-consortium"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
80,Security & Safety,PSA,Public Safety Awareness,"Since the start of the ECHO intervention, three alerts have been raised and activated to support households impacted by floods or droughts.",,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-emergency-response-mandera-north-kenya-kenya-cash-consortium"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
81,Security & Safety,PSA,Public Safety Awareness,"In this framework, two AHN members raised the alert for Mandera county in December 2025 to support drought affected communities.",,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-emergency-response-mandera-north-kenya-kenya-cash-consortium"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
82,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"The assessment conducted in the area revealed that 288,000 people need urgent assistance.",,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-emergency-response-mandera-north-kenya-kenya-cash-consortium"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
83,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Following the alert raising, the KCC Consortium Management Unit (composed of Acted, Oxfam, AHN, Concern and IMPACT) decided to activate the alert.",,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-emergency-response-mandera-north-kenya-kenya-cash-consortium"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
84,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya: Belgium’s contribution through the Special Fund for Emergency and Resilience Activities (SFERA) - Kenya,,,,,ReliefWeb Kenya,2026-04-29,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-belgiums-contribution-through-special-fund-emergency-and-resilience-activities-sfera"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
85,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Cash assistance will be provided to enable 2 000 vulnerable families to immediately access food and address urgent basic needs without having to engage in negative coping mechanisms, such as selling animals or withdrawing children from school.",,,,,ReliefWeb Kenya,2026-04-29,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-belgiums-contribution-through-special-fund-emergency-and-resilience-activities-sfera"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
86,Security & Safety,PSA,Public Safety Awareness,Factsheet: The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster Affected Communities: Urban Refugees in Nairobi County - Baseline and Endline (February 2026) - Kenya,,,,,ReliefWeb Kenya,2026-04-16,"{""source_url"": ""https://reliefweb.int/report/kenya/factsheet-kenya-cash-consortium-alert-based-cash-assistance-disaster-affected-communities-urban-refugees-nairobi-county-baseline-and-endline-february-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
87,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Listeners call to explain or comment on challenges or crises in their local area, such as disease outbreaks or a broken water well, and to ask questions to radio programme experts on health, livestock, or farming.",,,,,ReliefWeb Kenya,2026-07-10,"{""source_url"": ""https://reliefweb.int/organization/radio-ergo"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
88,Security & Safety,PSA,Public Safety Awareness,"George Natembeya, to brief them on the planned flood and damages assessment and to ensure alignment with ongoing county-level response effort.",,,,,ReliefWeb Kenya,2026-04-14,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-trans-nzoia-flood-damages-assessment-april-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
89,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Mixed conditions across East Africa triggered by an early March – May rains onset - Kenya,,,,,ReliefWeb Kenya,2026-04-24,"{""source_url"": ""https://reliefweb.int/report/kenya/mixed-conditions-across-east-africa-triggered-early-march-may-rains-onset"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
90,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Mixed conditions across East Africa triggered by an early March – May rains onset - Kenya Key Messages - Early long rains onset across most parts of the region including Kenya, Uganda, Rwanda and Burundi and Belg cropping regions of Ethiopia ensured favourable planting conditions.",,,,,ReliefWeb Kenya,2026-04-24,"{""source_url"": ""https://reliefweb.int/report/kenya/mixed-conditions-across-east-africa-triggered-early-march-may-rains-onset"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
91,Security & Safety,PSA,Public Safety Awareness,Factsheet: The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster-Affected Communities in Dadaab and Kakuma–Kalobeyei refugee-hosting area: Endline (February 2026) - Kenya,,,,,ReliefWeb Kenya,2026-04-16,"{""source_url"": ""https://reliefweb.int/report/kenya/factsheet-kenya-cash-consortium-alert-based-cash-assistance-disaster-affected-communities-dadaab-and-kakuma-kalobeyei-refugee-hosting-area-endline-february-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
92,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Strengthening Humanitarian Ecosystems through Local Leadership and the GOCA Initiative in Kenya - Kenya,,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/strengthening-humanitarian-ecosystems-through-local-leadership-and-goca-initiative-kenya"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
93,Security & Safety,PSA,Public Safety Awareness,"By integrating local insights on market functionality and community dynamics with international standards for disaster preparedness, the consortium ensures that cash assistance is both rapid and contextually precise.",,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/strengthening-humanitarian-ecosystems-through-local-leadership-and-goca-initiative-kenya"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
94,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),GOCA: Enhancing Institutional Resilience Acted recognises localisation not only as a principled commitment to ensure local actors are at the core of aid actions but also as a strategic necessity.,,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/strengthening-humanitarian-ecosystems-through-local-leadership-and-goca-initiative-kenya"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
95,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),The objective is to ensure that Kenyan civil society organisations possess the robust architecture necessary to manage the large-scale interventions independently.,,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/strengthening-humanitarian-ecosystems-through-local-leadership-and-goca-initiative-kenya"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
96,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),This reduces systemic bottlenecks and ensures that resources remain as close to the point of impact as possibles.,,,,,ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/strengthening-humanitarian-ecosystems-through-local-leadership-and-goca-initiative-kenya"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
97,Security & Safety,PSA,Public Safety Awareness,"Kenya - Floods and landslides, update (media, Kenya Meteorological Department) (ECHO Daily Flash of 4 May 2026) - Kenya",,,,,ReliefWeb Kenya,2026-05-04,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-floods-and-landslides-update-media-kenya-meteorological-department-echo-daily-flash-4-may-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
98,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Canada strengthens humanitarian and economic partnerships during Secretary of State Sarai’s visit to Kenya - Kenya,,,,,ReliefWeb Kenya,2026-03-18,"{""source_url"": ""https://reliefweb.int/report/kenya/canada-strengthens-humanitarian-and-economic-partnerships-during-secretary-state-sarais-visit-kenya"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
99,Security & Safety,PSA,Public Safety Awareness,"Disaster displacement risk in Kenya: An overview of the risk of future displacement by riverine floods, storm surges, cyclonic winds and droughts at the national and sub-national levels - Kenya",,,,,ReliefWeb Kenya,2026-04-01,"{""source_url"": ""https://reliefweb.int/report/kenya/disaster-displacement-risk-kenya-overview-risk-future-displacement-riverine-floods-storm-surges-cyclonic-winds-and-droughts-national-and-sub-national-levels"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
100,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Africa Region | Mpox Appeal - Operations Update #5 (MDRS1003) - Kenya,,,,,ReliefWeb Kenya,2026-03-31,"{""source_url"": ""https://reliefweb.int/report/kenya/africa-region-mpox-appeal-operations-update-5-mdrs1003"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
101,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Despite this progress, within the same period, a strong resurgence of cases was observed in Western Africa, in particular Guinea, Togo and Sierra Leone, in Kenya and Tanzania in East Africa and in Malawi and Mozambique in Southern Africa.",,,,,ReliefWeb Kenya,2026-03-31,"{""source_url"": ""https://reliefweb.int/report/kenya/africa-region-mpox-appeal-operations-update-5-mdrs1003"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
102,Security & Safety,PSA,Public Safety Awareness,"Kenya - Floods, update (NOAA-CPC, media) (ECHO Daily Flash of 16 March 2026) - Kenya",,,,,ReliefWeb Kenya,2026-03-16,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-floods-update-noaa-cpc-media-echo-daily-flash-16-march-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
103,Security & Safety,PSA,Public Safety Awareness,"As drought tightens its grip on northern Kenya, a new IPC report confirms the crisis is getting significantly worse - Kenya",,,,,ReliefWeb Kenya,2026-03-16,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-tightens-its-grip-northern-kenya-new-ipc-report-confirms-crisis-getting-significantly-worse"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
104,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"With more than 1 in 3 children affected, the risk of death from starvation, disease, and other preventable causes is only predicted to grow without urgent scale up of assistance.",,,,,ReliefWeb Kenya,2026-03-16,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-tightens-its-grip-northern-kenya-new-ipc-report-confirms-crisis-getting-significantly-worse"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
105,Security & Safety,PSA,Public Safety Awareness,"According to the National Drought Management Authority (NDMA) Drought Early Warning Bulletins, Garissa County remains in the Alert phase but has deteriorated between December 2025 and February 2026.",,,,,ReliefWeb Kenya,2026-03-16,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-tightens-its-grip-northern-kenya-new-ipc-report-confirms-crisis-getting-significantly-worse"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
