PSA_ID,Domain,Sub_Category,English,Notice_Style,Source,Date,Metadata
100,Governance,Public Service Delivery,THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
101,Governance,Public Service Delivery,1123 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
102,Governance,Public Service Delivery,"30th January, 2026 THE KENYA GAZETTE 323 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
103,Governance,Public Service Delivery,"323422 41 7 THE KENYA GAZETTE 30th January, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
104,Governance,Public Service Delivery,1131 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
105,Governance,Public Service Delivery,"3 of 2012) REGISTRATION OF INSTRUMENT WHEREAS Gakuya Koigi (deceased), is registered as proprietor GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
106,Governance,Public Service Delivery,1136 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
107,Governance,Public Service Delivery,"Emilio Nthiga Njiru and (2) Beatrice Wamugo Njiru,, and upon such registration the land title deed issued earlier to the said Njiru Kugocha alias Njiru Kugocha (deceased), shall be deemed to be cancelled and GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
108,Governance,Public Service Delivery,"REGISTRATION OF INSTRUMENT WHEREAS Simion Oluoch (deceased), is registered as proprietor GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
109,Governance,Public Service Delivery,REGISTRATION OF INSTRUMENTS WHEREAS (1) Jared Otieno Ajowi (ID/8313852) and (2) Agnes GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
110,Governance,Devolution and Local Governance,"280) the said (1) Jared Otieno Ajowi (ID/8313852) and (2) Agnes Aketch Nyagol (ID/6470125), shall be deemed to be cancelled and of no RESERVATION OF PUBLIC LAND TO COUNTY GOVERNMENT OF effect.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
111,Governance,Public Service Delivery,"2012, the National Land Commission hereby issues this reservation order to reserve and vest the care, control and management of the land parcel Nyandarua/ Ol’Aragwai/402 measuring approximately 1.2 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
112,Governance,Devolution and Local Governance,"1142 hectares and situated in Nyandarua as described in Rim Sheet 2 (133/2/5) Ol Aragwai Settlement Scheme to County Government of THE LAND REGISTRATION ACT Nyandarua as registered trustees for Munyugu Dispensary, hereinafter (Cap.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
113,Governance,Public Service Delivery,(c) Upholds constitutional values and principles; GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30
114,Governance,Public Service Delivery,"Muema & Co., advocates, for a grant of [2837 2838 THE KENYA GAZETTE 5th June, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
115,Governance,Public Service Delivery,8459 IN THE HIGH COURT OF KENYA AT MOMBASA GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
116,Governance,Public Service Delivery,E27 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
117,Governance,Public Service Delivery,The Court will proceed to issue the same unless cause be shown to the contrary and appearance in this respect entered within thirty (30) GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
118,Governance,Public Service Delivery,TAKE NOTICE that an application having been made in this court in: GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
119,Governance,Public Service Delivery,E18 OF 2026 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
120,Governance,Public Service Delivery,PROBATE AND ADMINISTRATION TAKE NOTICE that an application having been made in this court in: GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
121,Governance,Public Service Delivery,PROBATE AND ADMINISTRATION TAKE NOTICE that applications having been made in this court GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
122,Governance,Public Service Delivery,"By (1) Saidimu ole Parseko Koyieyio, (2) Dickson Kikeni Parseko, (3) Raphael Siyiangot Parseko and (4) Nakae Parseko Koyieyio, the deceased’s sons and widow, respectively, for a grant of letters of administration intestate to the estate of Parseko ole Koyieyio Dokony, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
123,Governance,Public Service Delivery,"Box 23196–00505 in Kenya, the GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
124,Governance,Public Service Delivery,"E1 OF 2026 By (1) Gideon Kangogo Kibii and (2) Daniel Kulei Chebii, both of GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
125,Governance,Public Service Delivery,"Kuloba & Wangil, advocates of Nairobi, for a grant of letters of administration GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
126,Governance,Public Service Delivery,"Gregory Ndege & Associates of Nairobi, for a grant of letters of administration intestate to the estate of Dennis Juma Machyo, late of Bujwanga Sub-location, who died at GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
127,Governance,Public Service Delivery,E89 OF 2026 By (1) Stephen Kariuki Njenga and (2) Samantha Ciku Wanjiku GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
128,Governance,Public Service Delivery,"5th June, 2026 THE KENYA GAZETTE 28 43 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
129,Governance,Public Service Delivery,E616 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
130,Governance,Public Service Delivery,8486 IN THE CHIEF MAGISTRATE’S COURT AT MOMBASA GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
131,Governance,Public Service Delivery,"Odero Osiemo & Co., advocates GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
132,Governance,Public Service Delivery,"Box 47845–00100, Nairobi in GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
133,Governance,Public Service Delivery,E39 OF 2026 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
134,Governance,Public Service Delivery,"5th June, 2026 THE KENYA GAZETTE 28 47 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
135,Governance,Public Service Delivery,"E196 OF 2026 By (1) Daniel Kiragu Kigoi and (2) Naomi Njeri Kigoi, both of GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
136,Governance,Public Service Delivery,E67 OF 2026 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
137,Governance,Public Service Delivery,"2848 THE KENYA GAZETTE 5th June, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
138,Governance,Public Service Delivery,PROBATE AND ADMINISTRATION TAKE NOTICE that an application having been made in this court GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
139,Governance,Public Service Delivery,"Box 45, Nambacha in Kenya, the deceased’s widow and GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
140,Governance,Public Service Delivery,E240 OF 2026 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
141,Governance,Public Service Delivery,"2850 THE KENYA GAZETTE 5th June, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
142,Governance,Public Service Delivery,"By (1) Piliha Nasipwondi Ngalula and (2) Anna Nyongesa Ngalula for a grant of letters of administration intestate to the estate of Reuben Ngalula Nabie, who died at Kimilili Sub-county Hospital in Kenya, on GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
143,Governance,Public Service Delivery,IN THE CHIEF MAGISTRATE’S COURT AT BUSIA PROBATE AND ADMINISTRATION GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
144,Governance,Public Service Delivery,8510 IN THE CHIEF MAGISTRATE’S COURT AT BUSIA GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
145,Governance,Public Service Delivery,8514 IN THE CHIEF MAGISTRATE’S COURT AT KIAMBU GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
146,Governance,Public Service Delivery,"E304 OF 2024 By (1) Lucy Waithira Kamau and (2) Moses Kimani Kamau, both GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
147,Governance,Public Service Delivery,E195 OF 2026 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
148,Governance,Public Service Delivery,E98 OF 2026 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
149,Governance,Public Service Delivery,E104 OF 2026 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
150,Governance,Public Service Delivery,"5th June, 2026 THE KENYA GAZETTE 28 55 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
151,Governance,Public Service Delivery,8530 IN THE CHIEF MAGISTRATE’S COURT AT MURANG’A GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
152,Governance,Public Service Delivery,"2856 THE KENYA GAZETTE 5th June, 2026 The Court will proceed to issue the same unless cause be shown to GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
153,Governance,Public Service Delivery,E143 OF 2024 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
154,Governance,Public Service Delivery,E443 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
155,Governance,Public Service Delivery,E127 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
156,Governance,Public Service Delivery,"E14 OF 2026 By George Gatheru Muriuki, for a grant of letters of administration GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
157,Governance,Public Service Delivery,8537 IN THE CHIEF MAGISTRATE’S COURT AT NANYUKI GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
158,Governance,Public Service Delivery,8541 IN THE CHIEF MAGISTRATE’S COURT AT NYAHURURU GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
159,Governance,Public Service Delivery,"2858 THE KENYA GAZETTE 5th June, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
160,Governance,Public Service Delivery,E141 OF 2026 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
161,Governance,Public Service Delivery,E93 OF 2026 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
162,Governance,Public Service Delivery,E21 OF 2026 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
163,Governance,Public Service Delivery,"E42 OF 2026 By (1) Jushua Kimathi Mwamba and (2) Anastacia Nkatha John, the deceased’s son and daughter-in-law, respectively, for a grant of GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
164,Governance,Public Service Delivery,"Box 504, Gilgil in Kenya, the deceased’s GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
165,Governance,Public Service Delivery,8552 IN THE CHIEF MAGISTRATE’S COURT AT EMBU GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
166,Governance,Public Service Delivery,E113 OF 2026 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
167,Governance,Public Service Delivery,"Box 34, Chuka in Kenya, for a grant of letters of administration intestate to the estate of Boore M’Muranga alias M’Bore M’Muranga alias Bore Muranga, who died at Cottolengo, on GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
168,Governance,Public Service Delivery,"Box 49, Marima in Kenya, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-05/98/eng@2026-06-05
169,Governance,Public Service Delivery,60 CONTENTS GAZETTE NOTICES GAZETTE NOTICES—(Contd.) PAGE The Capital Markets Act—Re-Appointments ........................,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
170,Governance,Public Service Delivery,"593–594, 605 The Investment Promotion Act—Re-Appointment ...............",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
171,Governance,Public Service Delivery,594 The Public Finance Management Act—Appointment ..........,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
172,Governance,Public Service Delivery,594–600 The Sacco Societies Act—Re-Appointment ..........................,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
173,Governance,Public Service Delivery,"555, 600–601 The Dairy Industry Act—Re-Appointment, etc .....................",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
