Category,English
health,"According to the WHO 2025 Report on the Global Tobacco Epidemic, tobacco use remains a significant global health challenge, responsible for more than seven million deaths annually and causing long-term disability and suffering from tobacco-related diseases."
health,"Ethiopia’s Global Adult Tobacco Survey (GATS) 2024 report shows a modest improvement compared to 2016, with overall tobacco use declining slightly from 5% to 4.6%."
health,Dr Fahmi noted that these findings underscore the need to close enforcement gaps through strengthened collaboration and integration with broader public health services.
health,He further highlighted the catalytic role of AECID’s funding and the Ministry of Health’s “No Excuse” leadership and the dedication of thousands of health workers who delivered the campaign.
health,"She stressed that such products undermine treatment effectiveness, increase morbidity and mortality, and contribute to antimicrobial resistance, posing a critical public health and development challenge for Ethiopia."
health,"The WHO reiterates its commitment to supporting Ethiopia in fully implementing the strategy, aligned with global and regional efforts to combat substandard and falsified medical products and strengthen regulatory systems for improved public health outcomes."
health,"Strengthening collaboration among sectors — human, animal, and environmental health — is essential to build resilient communities and protect our collective health security.” Echoing this call, H.E."
health,"FOR IMMEDIATE RELEASE: Addis Ababa, Ethiopia — November 25, 2025 - Ethiopia has launched the national introduction of the Hepatitis B Birth Dose (HepB BD) vaccine, marking a major step in strengthening newborn immunization and combating the transmission of Hepatitis B virus."
health,"This initiative is being implemented with the technical and financial support of the World Health Organization, Gavi, the Vaccine Alliance, UNICEF and other immunization partners."
health,"Mother-to-child transmission is responsible for a large share of chronic infections, with global evidence showing that up to 90% of infants infected at birth develop lifelong diseases."
health,Over 100 Expanded Programme on Immunization (EPI) and Maternal and Child Health (MCH) officers were trained to lead the introduction across regions.
health,"Ministry of Health Ethiopia conducted the cascade trainings across subnational levels, with technical support from WHO, UNICEF and other partners to ensure timely vaccine delivery, cold-chain management, data reporting, and critical components of effective newborn immunization."
health,"Their support includes working with the Ministry of Health to prioritize the HepB BD vaccine within Ethiopia’s national immunization agenda, producing evidence-based recommendations and coordinating pilot implementation in districts across three regions."
