PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata,Origin_File,Region,PSA_Score,Notice_Style,Needs_Native_Review
43,Governance,Anti-Corruption Initiatives,"He also committed to advancing AAACA’s flagship legacy project, the Africa Anti-Corruption Studies and Research Centre (CEREAC), which seeks to strengthen research, training, and knowledge-sharing among anti-corruption agencies across Africa.","Pia alijitolea kuendeleza mradi wa kiongozi wa AAACA, Afrika ya kupambana na ufisadi Mafunzo na Kituo cha Utafiti (CEREAC), ambayo inatafuta kuimarisha utafiti, mafunzo, na ushirikiano wa maarifa kati ya mashirika ya kupambana na ufisadi kote Afrika.",,"Bende ne ochiwore mar dhi nyime gi tich mar AAACA mar timo nonro kod timo nonro e wi mibadhi, ma en Africa Anti-Corruption Studies and Research Centre (CEREAC), ma dwaro jiwo timo nonro, tiegruok, kod pogo ng'eyo e kind riwruoge ma kedo gi mibadhi e Afrika duto.","Waxa kale oo uu ka go'an yahay horumarinta mashruuca ugu weyn ee AAACA, Xarunta Cilmi-baarista iyo Cilmi-baarista Ka-hortagga Musuqmaasuqa ee Afrika (CEREAC), kaas oo doonaya inuu xoojiyo cilmi-baarista, tababarka, iyo wadaagista aqoonta ee u dhexeeya hay'adaha ka-hortagga Musuqmaasuqa ee Afrika.",EACC_NewsUpdates,2026-06-19,https://eacc.go.ke/en/default/eacc-ceo-elected-to-aaaca-executive-committee/,governance_psa_dataset__1_.csv,,,,True
44,Governance,Anti-Corruption Initiatives,"Purpose of establishing the Academy: The Academy is set to provide specialized ethics, integrity, Leadership, Good Governance and Anti- Corruption training to both the public and private sector institutions in the country and the region.","Kusudi la kuanzisha Chuo: Chuo hicho kinakusudia kutoa mafunzo maalum ya maadili, uadilifu, uongozi, utawala mzuri na kupambana na ufisadi kwa taasisi za sekta ya umma na binafsi katika nchi na mkoa.",,"Gimomiyo ne ochak skul: Skul mar skul ne dhi chiwo tiegruok e weche mag timbe mabeyo, luwo tim makare, tayo loch, tayo loch maber, kod kedo gi mibadhi ne riwruoge mag sirkal kod mag sirkal e pinyno kod e alworano.","Ujeedada aasaaska Aqoonsiga: Aqoonsiga waxaa loo qorsheeyay in lagu siiyo tababar khaas ah oo ku saabsan anshaxa, daacadnimada, hoggaanka, maamulka wanaagsan iyo la dagaalanka musuqmaasuqa hay'adaha dawladda iyo kuwa gaarka loo leeyahay ee dalka iyo gobolka.",EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,,True
45,Governance,Anti-Corruption Initiatives,The IAO will serve as secretary to their respective Corruption Prevention Committees /Integrity Committees The National Integrity Academy Joins Hands with County Governments to train Integrity Champions The National Integrity Academy in partnership with EACC’s Upper Coast Regional Office rolled out a one-week Integrity Assurance Officers training for 30 Kilifi County Ward administrators.,IAO itafanya kazi kama katibu wa Kamati zao za Kuzuia Ufisadi / Kamati za Uadilifu The National Integrity Academy inashirikiana na serikali za kaunti kuzoeza washindi wa uadilifu The National Integrity Academy kwa kushirikiana na Ofisi ya Wilaya ya Upper Coast ya EACC ilizindua mafunzo ya Afisa wa Uhakikisho wa Uadilifu ya wiki moja kwa wasimamizi wa Wilaya 30 wa Kilifi County.,,"IAO biro tiyo kaka jagoro e komiti mag geng'o mibadhi / komiti mag luwo tim makare mag sirkal. National Integrity Academy oriwore gi sirkal mag county e tiego jotelo mag luwo tim makare. National Integrity Academy e riwruok gi EACC's Upper Coast Regional Office, ne oloso tiegruok mar jumbe achiel mar tiego jotelo ma miyo ji duto bedo gi winjruok maber gi sirkal mar county mar Kilifi.",IAO waxay u adeegi doontaa sida xoghayaha guddiyada ka hortagga musuq maasuqa / guddiyada daacadnimada Qaranka Aqoonsiga Qaranka ayaa la wadaagaya dowladaha degmooyinka si ay u tababaraan horyaalada daacadnimada Aqoonsiga Qaranka ee Daacadnimada oo iskaashi la leh Xafiiska Gobolka Xeebta Sare ee EACC ayaa bilaabay tababar hal usbuuc ah oo loogu talagalay Saraakiisha Dammaanadda Daacadnimada 30 maamulayaasha degmada Kilifi.,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,,True
46,Governance,Anti-Corruption Initiatives,"26.08.19 The Academy, which is the training arm of the Ethics and Anti-Corruption Commission, aims to promote a culture of integrity in all sectors of society.","26.08.19 Chuo hicho, ambacho ni mkono wa mafunzo wa Tume ya Maadili na Kupambana na Ufisadi, inakusudia kukuza utamaduni wa uadilifu katika sekta zote za jamii.",,"26.08.19 Akademi mar Ethics and Anti-Corruption Commission, ma en riwruok mar tiegruok mar Komiti mar Timbe Malong'o kod Migawo mar Kwedo Mibadhi, dwaro jiwo kit ngima mar luwo tim makare e yore duto mag oganda.","26.08.19 Aqoonsiga, oo ah laanta tababarka ee Guddiga anshaxa iyo la dagaalanka musuqmaasuqa, wuxuu ujeedkiisu yahay in lagu horumariyo dhaqanka daacadnimada dhammaan qaybaha bulshada.",EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,,True
47,Governance,Anti-Corruption Initiatives,"The purpose of the training, which was rolled out at Sunrise Resort and Spa in Mombasa, was to equip trainees with knowledge, skills and tools with which to promote ethics, integrity and good governance.","Lengo la mafunzo hayo, ambayo yalianza katika Sunrise Resort and Spa huko Mombasa, ilikuwa kuwapa wahitimu ujuzi, ujuzi na zana za kukuza maadili, uadilifu na utawala mzuri.",,"Chenro mar tiegruok ma ne otim e Sunrise Resort and Spa e Mombasa, ne en chiwo joma ne tiegori gi rieko, lony kod gik ma ne ginyalo tiyogo e jiwo timbe mabeyo, luwo tim makare kod loch maber.","Ujeedada tababarka, oo lagu bilaabay Sunrise Resort and Spa ee Mombasa, ayaa ahaa in la siiyo tababarayaasha aqoonta, xirfadaha iyo aaladaha lagu horumarinayo anshaxa, daacadnimada iyo maamulka wanaagsan.",EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,,True
48,Governance,Anti-Corruption Initiatives,"The Academy is set to provide specialized ethics, integrity, Leadership, Good Governance and Anti- Corruption training to both the public and private sector institutions in the country and the region.","Chuo hicho kitatoa mafunzo ya kitaaluma ya maadili, uadilifu, uongozi, utawala mzuri na kupambana na ufisadi kwa taasisi za sekta ya umma na ya kibinafsi katika nchi na mkoa.",,"Skul mar Academy en mar chiwo tiegruok makende e weche mag timbe mabeyo, luwo tim makare, tayo loch, tayo loch maber, kod kedo gi mibadhi ne riwruoge mag sirkal koda mag jomamoko e pinyno koda e alworano.","Aqoonsigu wuxuu u diyaar garoobayaa inuu tababar khaas ah ku siiyo anshaxa, daacadnimada, hoggaanka, maamulka wanaagsan iyo la dagaalanka musuqmaasuqa hay'adaha qaybaha dadweynaha iyo kuwa gaarka loo leeyahay ee dalka iyo gobolka.",EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,,True
49,Governance,Anti-Corruption Initiatives,The Academy serves six main target groups: The Academy aims to empower state and non-state actors on matters ethics and integrity in order to: The establishment of the National Integrity Academy is premised on best practice and standards.,Academy hutumikia vikundi kuu sita lengo: Academy inakusudia kuwawezesha wanariadha wa serikali na wasio wa serikali juu ya masuala ya maadili na uadilifu ili: Uanzishwaji wa National Uadilifu Academy ni msingi wa mazoezi bora na viwango.,,Akademiyo tiyo ne grube auchiel madongo: Akademi dwaro miyo jotelo mag sirkal kod maok mag sirkal teko e weche mag timbe kod luwo tim makare mondo:,Aakadeemiyadu waxay u adeegtaa lix kooxood oo muhiim ah: Aakadeemiyadu waxay ujeedkeedu yahay inay awood u siiso daneeyayaasha dowladda iyo kuwa aan dowladda ahayn arrimaha anshaxa iyo daacadnimada si loo sameeyo: Aasaaska Aakadeemiyadda Daacadnimada Qaranka waxaa lagu aasaasay dhaqanka ugu wanaagsan iyo heerarka.,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,,True
50,Governance,Anti-Corruption Initiatives,"The IAO will serve as secretary to their respective Corruption Prevention Committees /Integrity Committees The National Integrity Academy Joins Hands with County Governments to train Integrity Champions The Academy, which is the training arm of the Ethics and Anti-Corruption Commission, aims to promote a culture of integrity in all sectors of society.","IAO itatumika kama katibu wa Kamati zao za Kuzuia Ufisadi / Kamati za Uadilifu The National Integrity Academy inashirikiana na serikali za wilaya kuzoeza washindi wa Uadilifu The Academy, ambayo ni mkono wa mafunzo wa Tume ya Maadili na Kupambana na Ufisadi, inakusudia kukuza utamaduni wa uadilifu katika sekta zote za jamii.",,IAO biro tiyo kaka jagoro e komiti mag geng'o mibadhi / komiti mag luwo tim makare mag oganda. National Integrity Academy riwore gi sirkande mag gweng' mondo otieg jotelo mag mibadhi.,"IAO waxay u adeegi doontaa sida xoghayaha guddiyada ka hortagga musuqmaasuqa / guddiyada daacadnimada ee kala duwan Akadeemiyada Daacadnimada Qaranka waxay la shaqeysaa dowladaha degmooyinka si ay u tababaraan horyaalada daacadnimada Akadeemiyadani, oo ah laanta tababarka ee Guddiga anshaxa iyo ka hortagga musuqmaasuqa, waxay ujeedkeedu yahay in lagu horumariyo dhaqanka daacadnimada dhammaan qaybaha bulshada.",EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,,True
51,Governance,Anti-Corruption Initiatives,"KLIF Sectors and Stakeholders There are twenty(20) sectors under KLIF , drawn from both the public and private as follows: The Citizens are also identified as stakeholders for their role in public participation, demand for transparency, accountability and good governance.","Sekta na Wadau wa KLIF Kuna sekta ishirini ((20) chini ya KLIF, iliyochukuliwa kutoka kwa umma na binafsi kama ifuatavyo: Raia pia hujulikana kama wadau kwa jukumu lao katika ushiriki wa umma, mahitaji ya uwazi, uwajibikaji na utawala mzuri.",,"Sectors and Stakeholders KLIF nigi grube piero ariyo (20) ma gin grube mag ji duto kod mag ji duto: Oganda bende ipimo kaka joma nigi paro kaluwore gi migawo ma gin-go e miyo ji duto obed gi thuolo mar timo gik moko, dwaro ni gibed gi rieko, kendo gibed gi bura makare.","KLIF waaxyaha iyo daneeyayaasha Waxaa jira labaatan ((20) waaxyood oo hoos yimaada KLIF, oo laga soo qaatay dadweynaha iyo kuwa gaarka loo leeyahay sida soo socota: Muwaadiniinta ayaa sidoo kale loo aqoonsan yahay inay yihiin daneeyayaal doorkooda ka qaybgalka dadweynaha, codsiga caddaaladda, xisaabtanka iyo maamulka wanaagsan.",EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/klif/,governance_psa_dataset__1_.csv,,,,True
52,Governance,Anti-Corruption Initiatives,"X – Liability Expected Outcome Attitude change among youth and generational transformation in Kenya leading to reduced incidences of corruption Increased number of youth actively participating in decision making, governance and anti-corruption processes Improved access to critical public services Increased number of youth taking up positions of leadership Structure of and roles in the clubs are clearly outlined in Manual for the establishment of Integrity Clubs.","X  Hatia Matokeo yanayotarajiwa Mabadiliko ya mtazamo miongoni mwa vijana na mabadiliko ya kizazi nchini Kenya yanayosababisha kupungua kwa matukio ya ufisadi Idadi kubwa ya vijana wanaoshiriki kikamilifu katika utekelezaji wa maamuzi, utawala na michakato ya kupambana na ufisadi Ufikiaji bora wa huduma muhimu za umma Idadi kubwa ya vijana wanaochukua nafasi za uongozi Muundo wa na majukumu katika vilabu vinaelezwa wazi katika Mwongozo wa kuanzisha Vilabu vya Uadilifu.",,"X  Migawo mar Ng'ato ka Ng'ato ma Chike Oweyo Timo Gik ma Chando Ji Chalo lokruok e chuny mar rowere kod lokruok e kit oganda e piny Kenya makelo kwan mar joma oketho chikruok Medruok mar kwan mar rowere madonjo e timo yiero, tayo loch, kod kedo gi mibadhi Medruok mar yudo tije madongo mag sirkal Medruok mar kwan mar rowere madonjo e migepe mag telo Kit koda migawo mag riwruoge mag riwruok mag oganda Nyasaye, oler maler e Buk Makonyo e Chako Kinde mag Luwo Chik.","X  Xisaab celinta natiijooyinka la filayo Isbeddelka niyadda dhalinyarada iyo isbeddelka jiilka ee Kenya oo horseeda in la yareeyo dhacdooyinka musuqmaasuqa Tirada dhalinyarada si firfircoon uga qaybqaata go'aaminta, maamulka iyo geedi socodka ka hortagga musuqmaasuqa Helitaanka adeegyada dadweynaha ee muhiimka ah ee loo helo Tirada dhalinyarada sii kordheysa ee qabta jagooyinka hoggaanka Qaab dhismeedka iyo doorka kooxaha waxaa si cad loogu qeexay Buugga aasaaska kooxaha daacadnimada.",EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/integrity-clubs/,governance_psa_dataset__1_.csv,,,,True
53,Governance,Anti-Corruption Initiatives,The Commission has encountered such incidences where some people posing as officers of the Commission defraud unsuspecting members of the public purporting to be investigating corruption.,Tume imepata matukio kama hayo ambapo watu fulani wanaojitambulisha kuwa maafisa wa Tume wanawadanganya watu wasio na mashaka na wanaodai kuwa wanachunguza ufisadi.,,Oganda mang'eny ma ne timo tijno ne wuondo ji ma ne wacho ni gin jorit mar Commission mondo otimnegi nonro kuom weche mag mibadhi.,Komishanku wuxuu la kulmay dhacdooyin noocaas ah halkaasoo dad qaar oo isu dhigaya saraakiil ka tirsan Komishanku ay khiyaanaynayaan xubno ka mid ah dadweynaha aan waxba ka shakisan oo sheegta inay baarayaan musuqmaasuqa.,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/faqs/,governance_psa_dataset__1_.csv,,,,True
54,Governance,Anti-Corruption Initiatives,"In this regard, members of the public are encouraged to provide information touching on the integrity of such persons to the Commission or any other body considering them for appointment or election to public office.","Katika suala hili, washiriki wa umma wanatiwa moyo kutoa taarifa kuhusu uadilifu wa watu hao kwa Tume au kwa vyombo vingine vyote vinavyowafikiria kwa ajili ya uteuzi au uchaguzi wa ofisi za umma.",,"E wi mano, ijiwo ji mondo ochiw weche motudore gi ratiro mar jogo ne Commission kata ne riwruok moro amora ma nono ka be gibiro ketogi e migepe mag sirkal kata yierogi.","Arrintan la xiriira, dadka guud waxaa lagu dhiiri geliyaa inay macluumaad ku saabsan daacadnimada dadkaas u gudbiyaan Komishanka ama hay'ad kale oo iyaga u tixgelinaya magacaabista ama doorashada xilka dawladda.",EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/faqs/,governance_psa_dataset__1_.csv,,,,True
55,Governance,Anti-Corruption Initiatives,EACC is enhancing its national presence by opening more regional offices in order to monitor corruption at County levels in addition to the implementation of proactive county advisories focusing on strong systems and prudent use of public resources.,EACC inaongeza uwepo wake wa kitaifa kwa kufungua ofisi zaidi za kikanda ili kufuatilia ufisadi katika ngazi ya Wilaya pamoja na utekelezaji wa ushauri wa wilaya wa kuongoza ambao unalenga mifumo yenye nguvu na matumizi ya busara ya rasilimali za umma.,,"EACC medo jiwo riwruok mar piny mangima kuom yawo ofise mang'eny mag alwora mondo omany riekni mag mibadhi e wi County, kendo keto e tich paro ma ok kare ma jiwo chenro motegno kod tiyo gi mwandu mag sirkal e yo mariek.",EACC waxay xoojineysaa joogitaankeeda qaranka iyadoo furaysa xafiisyo badan oo gobolleed si loo kormeero musuqmaasuqa heerka degmooyinka marka lagu daro hirgelinta talobixinnada degmooyinka ee horumarsan oo diiradda saaraya nidaamyada adag iyo isticmaalka taxaddar leh ee kheyraadka dadweynaha.,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/faqs/,governance_psa_dataset__1_.csv,,,,True
56,Governance,Anti-Corruption Initiatives,They also committed to reinforcing collaboration mechanisms to maximize their collective impact in addressing governance challenges.,Pia walijitolea kuimarisha mifumo ya ushirikiano ili kuongeza athari zao za pamoja katika kushughulikia changamoto za utawala.,,Bende ne gichiwore mar jiwo yore mag tiyo kanyachiel mondo gitiek chandruoge ma yudo dhano e bwo loch.,Waxay sidoo kale ka go'an yihiin inay xoojiyaan farsamooyinka iskaashiga si loo kordhiyo saameyntooda wadajirka ah ee wax ka qabashada caqabadaha maamulka.,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/eacc-caj-strengthen-partnership-to-advance-integrity-and-good-governance/,governance_psa_dataset__1_.csv,,,,True
57,Governance,General Governance,"This could be for A link must never be included on the public service site or within the editorial content of a commercial site in return for cash, services or any other consideration in kind.","Hii inaweza kuwa kwa ajili ya kiungo kamwe lazima kuingizwa katika tovuti ya huduma ya umma au ndani ya maudhui ya uhariri wa tovuti ya kibiashara kwa malipo ya fedha, huduma au malipo mengine yoyote ya asili.",,"Mano nyalo timore nikech tudruok ok onego obedie e websait mar tij lendo kata e weche mag otas mar websait mar ohala nikech pesa, tije, kata gimoro amora ma ng'ato nyalo chulo.","Tani waxay noqon kartaa in link aan marnaba lagu darin bogga adeegga dadweynaha ama qoraalka bogga ganacsiga si loogu bedelo lacag caddaan ah, adeegyo ama wax kasta oo kale oo ku saabsan.",BBC_Swahili,9 0 0116,https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,governance_psa_dataset__3_.csv,,,,True
58,Governance,General Governance,All links on the BBC Public Service site or on the editorial pages of a BBC Commercial site must be editorially justifiable and suitable for the intended audience â particularly children.,Viungo vyote kwenye tovuti ya Huduma ya Umma ya BBC au kwenye kurasa za wahariri wa tovuti ya kibiashara ya BBC lazima iwe na uhalali wa wahariri na inafaa kwa watazamaji wanaotarajiwa - haswa watoto.,,Weche duto manie websait mar BBC Public Service kata e ite mag weche mag ot mar BBC Commercial websait nyaka bed weche ma nyalo miyo weche mag ot mondik e websaitno obed maler kendo mowinjore gi joma idwaro winjo - to moloyo nyithindo.,Dhammaan xiriiriyeyaasha ku yaal bogga Adeegga Dadweynaha ee BBC ama bogagga tifaftiraha ee bogga ganacsiga ee BBC waa inay ahaadaan kuwo tifaftiraha ah oo ku habboon dhagaystayaasha la doonayo - gaar ahaan carruurta.,BBC_Swahili,9 0 0116,https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,governance_psa_dataset__3_.csv,,,,True
